,Unnamed: 0,Comentario,Nome,Data,Comentario_Limpo,Sentimento
178188,178188,"Not gonna lie…this movie was worse than Love and Thunder, and that’s saying something. I don’t think the right people were cast for the roles, and the acting was not it either. I hope the next Deadpool movie saves Marvel.",Angel,2024-02-16,gon na lie…this movie worse love thunder ’ saying something ’ think right people cast role acting either hope next deadpool movie save marvel,positivo
178189,178189,It’s like they lost their budget and writers halfway through the movie. Sony needs to sell the rights to Disney already and stop milking the franchise,steve s,2024-02-16,’ like lost budget writer halfway movie sony need sell right disney already stop milling franchise,negativo
178190,178190,Es una pelicula no tan común en el genero de super héroes pero fresca,Vash F,2024-02-16,movie common genre super hero fresh,positivo
178191,178191,"Honestly, I wanted to like it. The acting was obviously bad, it almost felt like Dakota didn't want to do the movie… Then she saves the girls, then she can't stand them, then she wants to teach them, then she's like their mother… lol. The writing was awful. Let's just say if these writers went on strike… I'd ask for what?",David V,2024-02-16,honestly wanted like acting obviously bad almost felt like dakota didnt want movie… save girl cant stand want teach shes like mother… lol writing awful let say writer went strike… id ask,positivo
178192,178192,Came in with low expectations… it was worse! Complete trash ! 🗑️,Franklin,2024-02-16,came low expectations… worse complete trash 🗑️,negativo
178193,178193,"OK, once again my weekly rant about the movie rating system.   I think critics and audience reviews should be required to show a ticket stub or something to post a review.   I think 75% of audience reviews and 50% of critic reviews don't even see the actual movie.   Certainly all the negative reviews I have read are not talking about the same movie I just saw.    Madame Web was a very good movie.   My only complaint is I wish it was longer, especially since all the negative reviews will probably kill the box office and thus scrap the sequel and extended Sony universe plans.    The movie had a great flow, it explained what was going on.  It was exciting to see, show and tell us how Madame Web learned to use her powers.   I guess honestly the her exploring her powers could have been a little longer (thus my comment about it being too short of a movie may be justified).   The acting was good, the story was good, it had a good mix of humor, drama and action and it was just a very good entertaining movie.",Tom P,2024-02-16,ok weekly rant movie rating system think critic audience review required show ticket stub something post review think audience review critic review dont even see actual movie certainly negative review read talking movie saw madame web good movie complaint wish longer especially since negative review probably kill box office thus scrap sequel extended sony universe plan movie great flow explained going exciting see show tell u madame web learned use power guess honestly exploring power could little longer thus comment short movie may justified acting good story good good mix humor drama action good entertaining movie,positivo
178194,178194,Agood detailed beginning to a new series in the mcu.,nik  l,2024-02-16,good detailed beginning new series mcu,positivo
178195,178195,"I made an account just to say how bad the writing, directing and film was. I could of written a better script in a day. Sony if your hiring I'm available.",Dylan E,2024-02-16,made account say bad writing directing film could written better script day sony hiring im available,negativo
178196,178196,A bit slow at times but loved it! I can't wait for the next installment! Well done Sony/Marvel!,Efrain A,2024-02-16,bit slow time loved cant wait next installment well done sonymarvel,positivo
178197,178197,I thought is was full of surprises and very entertaining. Just watch out for the boom.,,2024-02-16,thought full surprise entertaining watch boom,positivo
178198,178198,"Madame web, to put it lightly, was incredibly boring. To give a better understanding, it felt like Final Destination, the later films, and no aspects of horror. To think this was made by Sony, who has the rights to the Spider-Man IP. This felt like a generic film studio trying to use Spider-Man esque gimmicks but trying to avoid being sued for copyright infringement. Even if the studio was unsure which Spider-Man's universe this would take place in, what does it hurt to reveal Mary Parker's baby's name. Or even to hint that Uncle Ben, Ben Parker is dating someone and they won't even say May's name, like huh?! But enough of that. The two portrayals I'm only going to critique are Dakota Johnson's and Tahar Rahim's. In short, the latter's portrayal as the main villain, Ezekiel, was so superficial and CW like. This was definitely not a movie worthy portrayal, more like TV. I blame the writing and directing. The same goes for Dakota Johnson's part but man was that some bad acting. Sony needs to stick to the animated Spiderverse films and leave live action to Marvel Studios.",Samuel D,2024-02-16,madame web put lightly incredibly boring give better understanding felt like final destination later film aspect horror think made sony right sideman ip felt like generic film studio trying use sideman esque gimmick trying avoid sued copyright infringement even studio unsure spidermans universe would take place hurt reveal mary parker baby name even hint uncle ben ben parker dating someone wont even say may name like huh enough two portrayal im going critique dakota johnson that aims short latter portrayal main villain ezekiel superficial cw like definitely movie worthy portrayal like tv blame writing directing go dakota johnson part man bad acting sony need stick animated spiderverse film leave live action marvel studio,negativo
